Scale, Error, Expectation
388001, 3.42454e-09, -6.11033
388501, 3.42013e-09, -6.11353
389001, 3.41574e-09, -6.11673
389501, 3.41135e-09, -6.11993
390001, 3.40698e-09, -6.12312
390501, 3.40262e-09, -6.12631
391001, 3.39827e-09, -6.1295
391501, 3.39393e-09, -6.13268
392001, 3.3896e-09, -6.13586
392501, 3.38528e-09, -6.13904
393001, 3.38097e-09, -6.14221
393501, 3.37668e-09, -6.14539
394001, 3.37239e-09, -6.14855
394501, 3.36812e-09, -6.15172
395001, 3.36385e-09, -6.15488
395501, 3.3596e-09, -6.15804
396001, 3.35536e-09, -6.1612
396501, 3.35113e-09, -6.16435
397001, 3.34691e-09, -6.16751
397501, 3.3427e-09, -6.17066
398001, 3.3385e-09, -6.1738
398501, 3.33431e-09, -6.17695
399001, 3.33013e-09, -6.18008
399501, 3.32596e-09, -6.18322
400001, 3.3218e-09, -6.18635
400501, 3.31766e-09, -6.18949
401001, 3.31352e-09, -6.19261
401501, 3.30939e-09, -6.19574
402001, 3.30528e-09, -6.19886
402501, 3.30117e-09, -6.20198
403001, 3.29708e-09, -6.2051
403501, 3.29299e-09, -6.20821
404001, 3.28892e-09, -6.21132
404501, 3.28485e-09, -6.21443
405001, 3.28079e-09, -6.21754
405501, 3.27675e-09, -6.22064
406001, 3.27271e-09, -6.22374
406501, 3.26869e-09, -6.22684
407001, 3.26467e-09, -6.22993
407501, 3.26067e-09, -6.23302
408001, 3.25667e-09, -6.23611
408501, 3.25269e-09, -6.2392
409001, 3.24871e-09, -6.24228
409501, 3.24474e-09, -6.24536
410001, 3.24078e-09, -6.24844
410501, 3.23684e-09, -6.25151
411001, 3.2329e-09, -6.25459
411501, 3.22897e-09, -6.25765
412001, 3.22505e-09, -6.26072
412501, 3.22114e-09, -6.26379
413001, 3.21724e-09, -6.26685
413501, 3.21335e-09, -6.26991
414001, 3.20947e-09, -6.27296
414501, 3.2056e-09, -6.27601
415001, 3.20174e-09, -6.27906
415501, 3.19789e-09, -6.28211
416001, 3.19404e-09, -6.28515
416501, 3.19021e-09, -6.2882
417001, 3.18638e-09, -6.29124
417501, 3.18257e-09, -6.29427
418001, 3.17876e-09, -6.29731
418501, 3.17496e-09, -6.30034
419001, 3.17117e-09, -6.30337
419501, 3.16739e-09, -6.30639
420001, 3.16362e-09, -6.30941
420501, 3.15986e-09, -6.31244
421001, 3.15611e-09, -6.31545
421501, 3.15237e-09, -6.31847
422001, 3.14863e-09, -6.32148
422501, 3.1449e-09, -6.32449
423001, 3.14119e-09, -6.3275
423501, 3.13748e-09, -6.3305
424001, 3.13378e-09, -6.3335
424501, 3.13009e-09, -6.3365
425001, 3.1264e-09, -6.3395
425501, 3.12273e-09, -6.34249
426001, 3.11907e-09, -6.34549
426501, 3.11541e-09, -6.34847
427001, 3.11176e-09, -6.35146
427501, 3.10812e-09, -6.35444
428001, 3.10449e-09, -6.35742
428501, 3.10087e-09, -6.3604
429001, 3.09725e-09, -6.36338
429501, 3.09365e-09, -6.36635
430001, 3.09005e-09, -6.36932
430501, 3.08646e-09, -6.37229
431001, 3.08288e-09, -6.37525
431501, 3.07931e-09, -6.37822
432001, 3.07575e-09, -6.38118
432501, 3.07219e-09, -6.38413
433001, 3.06864e-09, -6.38709
433501, 3.0651e-09, -6.39004
434001, 3.06157e-09, -6.39299
434501, 3.05805e-09, -6.39594
435001, 3.05453e-09, -6.39888
435501, 3.05103e-09, -6.40183
436001, 3.04753e-09, -6.40477
436501, 3.04404e-09, -6.4077
437001, 3.04055e-09, -6.41064
437501, 3.03708e-09, -6.41357
438001, 3.03361e-09, -6.4165
438501, 3.03015e-09, -6.41943
439001, 3.0267e-09, -6.42236
439501, 3.02326e-09, -6.42528
440001, 3.01982e-09, -6.4282
440501, 3.0164e-09, -6.43111
441001, 3.01298e-09, -6.43403
441501, 3.00956e-09, -6.43694
442001, 3.00616e-09, -6.43985
442501, 3.00276e-09, -6.44276
443001, 2.99937e-09, -6.44566
443501, 2.99599e-09, -6.44857
444001, 2.99262e-09, -6.45146
444501, 2.98925e-09, -6.45436
445001, 2.98589e-09, -6.45725
445501, 2.98254e-09, -6.46015
446001, 2.9792e-09, -6.46304
446501, 2.97586e-09, -6.46593
447001, 2.97253e-09, -6.46881
447501, 2.96921e-09, -6.4717
448001, 2.9659e-09, -6.47458
448501, 2.96259e-09, -6.47745
449001, 2.95929e-09, -6.48033
449501, 2.956e-09, -6.4832
450001, 2.95272e-09, -6.48607
450501, 2.94944e-09, -6.48894
451001, 2.94617e-09, -6.49181
451501, 2.94291e-09, -6.49467
452001, 2.93965e-09, -6.49753
452501, 2.9364e-09, -6.50039
453001, 2.93316e-09, -6.50325
453501, 2.92993e-09, -6.5061
454001, 2.9267e-09, -6.50895
454501, 2.92348e-09, -6.5118
455001, 2.92027e-09, -6.51465
455501, 2.91706e-09, -6.51749
456001, 2.91386e-09, -6.52034
456501, 2.91067e-09, -6.52317
457001, 2.90749e-09, -6.52601
457501, 2.90431e-09, -6.52885
458001, 2.90114e-09, -6.53168
458501, 2.89798e-09, -6.53451
459001, 2.89482e-09, -6.53734
459501, 2.89167e-09, -6.54016
460001, 2.88853e-09, -6.54299
460501, 2.88539e-09, -6.54581
461001, 2.88226e-09, -6.54863
461501, 2.87914e-09, -6.55144
462001, 2.87602e-09, -6.55426
462501, 2.87291e-09, -6.55707
463001, 2.86981e-09, -6.55988
463501, 2.86671e-09, -6.56268
464001, 2.86363e-09, -6.56549
464501, 2.86054e-09, -6.56829
465001, 2.85747e-09, -6.57109
465501, 2.8544e-09, -6.57389
466001, 2.85134e-09, -6.57669
466501, 2.84828e-09, -6.57948
467001, 2.84523e-09, -6.58227
467501, 2.84219e-09, -6.58506
468001, 2.83915e-09, -6.58785
468501, 2.83612e-09, -6.59063
469001, 2.8331e-09, -6.59341
469501, 2.83008e-09, -6.59619
470001, 2.82707e-09, -6.59897
470501, 2.82406e-09, -6.60174
471001, 2.82107e-09, -6.60452
471501, 2.81807e-09, -6.60729
472001, 2.81509e-09, -6.61005
472501, 2.81211e-09, -6.61282
473001, 2.80914e-09, -6.61558
473501, 2.80617e-09, -6.61834
474001, 2.80321e-09, -6.62111
474501, 2.80026e-09, -6.62386
475001, 2.79731e-09, -6.62662
475501, 2.79437e-09, -6.62937
476001, 2.79143e-09, -6.63212
476501, 2.7885e-09, -6.63487
477001, 2.78558e-09, -6.63762
477501, 2.78266e-09, -6.64036
478001, 2.77975e-09, -6.6431
478501, 2.77685e-09, -6.64584
479001, 2.77395e-09, -6.64858
479501, 2.77106e-09, -6.65131
480001, 2.76817e-09, -6.65405
480501, 2.76529e-09, -6.65678
481001, 2.76242e-09, -6.6595
481501, 2.75955e-09, -6.66223
482001, 2.75669e-09, -6.66496
482501, 2.75383e-09, -6.66768
483001, 2.75098e-09, -6.6704
483501, 2.74813e-09, -6.67311
484001, 2.74529e-09, -6.67583
484501, 2.74246e-09, -6.67854
485001, 2.73963e-09, -6.68125
485501, 2.73681e-09, -6.68396
486001, 2.734e-09, -6.68667
486501, 2.73119e-09, -6.68937
487001, 2.72838e-09, -6.69208
487501, 2.72558e-09, -6.69478
488001, 2.72279e-09, -6.69748
488501, 2.72e-09, -6.70017
489001, 2.71722e-09, -6.70287
489501, 2.71445e-09, -6.70556
490001, 2.71168e-09, -6.70825
490501, 2.70891e-09, -6.71094
491001, 2.70616e-09, -6.71362
491501, 2.7034e-09, -6.71631
492001, 2.70066e-09, -6.71899
492501, 2.69791e-09, -6.72167
493001, 2.69518e-09, -6.72434
493501, 2.69245e-09, -6.72702
494001, 2.68972e-09, -6.72969
494501, 2.687e-09, -6.73236
495001, 2.68429e-09, -6.73503
495501, 2.68158e-09, -6.7377
496001, 2.67888e-09, -6.74036
496501, 2.67618e-09, -6.74302
497001, 2.67349e-09, -6.74568
497501, 2.6708e-09, -6.74834
498001, 2.66812e-09, -6.751
498501, 2.66544e-09, -6.75365
499001, 2.66277e-09, -6.7563
499501, 2.6601e-09, -6.75895
500001, 2.65744e-09, -6.7616
500501, 2.65479e-09, -6.76425
501001, 2.65214e-09, -6.76689
501501, 2.6495e-09, -6.76954
502001, 2.64686e-09, -6.77217
502501, 2.64422e-09, -6.77481
503001, 2.6416e-09, -6.77744
503501, 2.63897e-09, -6.78008
504001, 2.63635e-09, -6.78271
504501, 2.63374e-09, -6.78534
505001, 2.63113e-09, -6.78797
505501, 2.62853e-09, -6.7906
506001, 2.62593e-09, -6.79322
506501, 2.62334e-09, -6.79584
507001, 2.62075e-09, -6.79846
507501, 2.61817e-09, -6.80108
508001, 2.6156e-09, -6.80369
508501, 2.61302e-09, -6.80631
509001, 2.61046e-09, -6.80892
509501, 2.60789e-09, -6.81152
510001, 2.60534e-09, -6.81413
510501, 2.60279e-09, -6.81674
511001, 2.60024e-09, -6.81934
511501, 2.5977e-09, -6.82194
512001, 2.59516e-09, -6.82454
512501, 2.59263e-09, -6.82714
513001, 2.5901e-09, -6.82974
513501, 2.58758e-09, -6.83233
514001, 2.58506e-09, -6.83492
514501, 2.58255e-09, -6.83751
515001, 2.58004e-09, -6.8401
515501, 2.57754e-09, -6.84268
516001, 2.57504e-09, -6.84527
516501, 2.57255e-09, -6.84785
517001, 2.57006e-09, -6.85043
517501, 2.56758e-09, -6.85301
518001, 2.5651e-09, -6.85559
518501, 2.56263e-09, -6.85815
519001, 2.56016e-09, -6.86073
519501, 2.55769e-09, -6.8633
520001, 2.55524e-09, -6.86586
520501, 2.55278e-09, -6.86843
521001, 2.55033e-09, -6.871
521501, 2.54789e-09, -6.87356
522001, 2.54545e-09, -6.87612
522501, 2.54301e-09, -6.87868
523001, 2.54058e-09, -6.88124
523501, 2.53815e-09, -6.88379
524001, 2.53573e-09, -6.88634
524501, 2.53331e-09, -6.88889
525001, 2.5309e-09, -6.89144
525501, 2.52849e-09, -6.89399
526001, 2.52609e-09, -6.89653
526501, 2.52369e-09, -6.89908
527001, 2.5213e-09, -6.90162
527501, 2.51891e-09, -6.90416
528001, 2.51652e-09, -6.90669
528501, 2.51414e-09, -6.90923
529001, 2.51176e-09, -6.91176
529501, 2.50939e-09, -6.91429
530001, 2.50702e-09, -6.91683
530501, 2.50466e-09, -6.91935
531001, 2.5023e-09, -6.92188
531501, 2.49995e-09, -6.9244
532001, 2.4976e-09, -6.92692
532501, 2.49525e-09, -6.92944
533001, 2.49291e-09, -6.93196
533501, 2.49058e-09, -6.93448
534001, 2.48824e-09, -6.93699
534501, 2.48592e-09, -6.93951
535001, 2.48359e-09, -6.94202
535501, 2.48127e-09, -6.94453
536001, 2.47896e-09, -6.94703
536501, 2.47665e-09, -6.94954
537001, 2.47434e-09, -6.95204
537501, 2.47204e-09, -6.95455
538001, 2.46974e-09, -6.95704
538501, 2.46745e-09, -6.95954
539001, 2.46516e-09, -6.96204
539501, 2.46288e-09, -6.96453
540001, 2.4606e-09, -6.96702
540501, 2.45832e-09, -6.96952
541001, 2.45605e-09, -6.972
541501, 2.45378e-09, -6.97449
542001, 2.45152e-09, -6.97698
542501, 2.44926e-09, -6.97946
543001, 2.447e-09, -6.98194
543501, 2.44475e-09, -6.98442
544001, 2.4425e-09, -6.9869
544501, 2.44026e-09, -6.98938
545001, 2.43802e-09, -6.99185
545501, 2.43579e-09, -6.99432
546001, 2.43356e-09, -6.99679
546501, 2.43133e-09, -6.99926
547001, 2.42911e-09, -7.00173
547501, 2.42689e-09, -7.00419
548001, 2.42468e-09, -7.00666
548501, 2.42247e-09, -7.00912
549001, 2.42026e-09, -7.01158
549501, 2.41806e-09, -7.01404
550001, 2.41586e-09, -7.01649
550501, 2.41367e-09, -7.01895
551001, 2.41147e-09, -7.0214
551501, 2.40929e-09, -7.02385
552001, 2.40711e-09, -7.0263
552501, 2.40493e-09, -7.02875
553001, 2.40275e-09, -7.03119
553501, 2.40058e-09, -7.03364
554001, 2.39842e-09, -7.03608
554501, 2.39625e-09, -7.03852
555001, 2.39409e-09, -7.04096
555501, 2.39194e-09, -7.0434
556001, 2.38979e-09, -7.04583
556501, 2.38764e-09, -7.04826
557001, 2.3855e-09, -7.0507
557501, 2.38336e-09, -7.05313
558001, 2.38122e-09, -7.05556
558501, 2.37909e-09, -7.05798
559001, 2.37696e-09, -7.06041
559501, 2.37484e-09, -7.06283
560001, 2.37272e-09, -7.06525
560501, 2.3706e-09, -7.06767
561001, 2.36849e-09, -7.07009
561501, 2.36638e-09, -7.0725
562001, 2.36428e-09, -7.07491
562501, 2.36217e-09, -7.07733
563001, 2.36008e-09, -7.07974
563501, 2.35798e-09, -7.08215
564001, 2.35589e-09, -7.08456
564501, 2.3538e-09, -7.08696
565001, 2.35172e-09, -7.08937
565501, 2.34964e-09, -7.09177
566001, 2.34757e-09, -7.09417
566501, 2.34549e-09, -7.09657
567001, 2.34343e-09, -7.09896
567501, 2.34136e-09, -7.10136
568001, 2.3393e-09, -7.10375
568501, 2.33724e-09, -7.10615
569001, 2.33519e-09, -7.10854
569501, 2.33314e-09, -7.11092
570001, 2.33109e-09, -7.11331
570501, 2.32905e-09, -7.1157
571001, 2.32701e-09, -7.11808
571501, 2.32497e-09, -7.12046
572001, 2.32294e-09, -7.12284
572501, 2.32091e-09, -7.12522
573001, 2.31889e-09, -7.1276
573501, 2.31687e-09, -7.12997
574001, 2.31485e-09, -7.13235
574501, 2.31283e-09, -7.13472
575001, 2.31082e-09, -7.13709
575501, 2.30881e-09, -7.13946
576001, 2.30681e-09, -7.14182
576501, 2.30481e-09, -7.14419
577001, 2.30281e-09, -7.14655
577501, 2.30082e-09, -7.14891
578001, 2.29883e-09, -7.15127
578501, 2.29684e-09, -7.15363
579001, 2.29486e-09, -7.15599
579501, 2.29288e-09, -7.15834
580001, 2.2909e-09, -7.1607
580501, 2.28893e-09, -7.16305
581001, 2.28696e-09, -7.1654
581501, 2.28499e-09, -7.16775
582001, 2.28303e-09, -7.17009
582501, 2.28107e-09, -7.17244
583001, 2.27911e-09, -7.17478
583501, 2.27716e-09, -7.17712
584001, 2.27521e-09, -7.17947
584501, 2.27326e-09, -7.1818
585001, 2.27132e-09, -7.18414
585501, 2.26938e-09, -7.18647
586001, 2.26745e-09, -7.18881
586501, 2.26551e-09, -7.19114
587001, 2.26358e-09, -7.19347
587501, 2.26166e-09, -7.1958
588001, 2.25973e-09, -7.19813
588501, 2.25781e-09, -7.20046
589001, 2.2559e-09, -7.20278
589501, 2.25398e-09, -7.2051
590001, 2.25207e-09, -7.20742
590501, 2.25017e-09, -7.20974
591001, 2.24826e-09, -7.21206
591501, 2.24636e-09, -7.21437
592001, 2.24446e-09, -7.21669
592501, 2.24257e-09, -7.21901
593001, 2.24068e-09, -7.22131
593501, 2.23879e-09, -7.22363
594001, 2.23691e-09, -7.22593
594501, 2.23503e-09, -7.22824
595001, 2.23315e-09, -7.23054
595501, 2.23127e-09, -7.23285
596001, 2.2294e-09, -7.23515
596501, 2.22753e-09, -7.23745
597001, 2.22567e-09, -7.23975
597501, 2.2238e-09, -7.24205
598001, 2.22194e-09, -7.24434
598501, 2.22009e-09, -7.24664
599001, 2.21824e-09, -7.24893
599501, 2.21639e-09, -7.25122
600001, 2.21454e-09, -7.25351
600501, 2.21269e-09, -7.2558
601001, 2.21085e-09, -7.25808
601501, 2.20902e-09, -7.26036
602001, 2.20718e-09, -7.26265
602501, 2.20535e-09, -7.26493
603001, 2.20352e-09, -7.26721
603501, 2.20169e-09, -7.26949
604001, 2.19987e-09, -7.27176
604501, 2.19805e-09, -7.27404
605001, 2.19624e-09, -7.27631
605501, 2.19442e-09, -7.27859
606001, 2.19261e-09, -7.28085
606501, 2.1908e-09, -7.28313
607001, 2.189e-09, -7.28539
607501, 2.1872e-09, -7.28766
608001, 2.1854e-09, -7.28992
608501, 2.1836e-09, -7.29219
609001, 2.18181e-09, -7.29445
609501, 2.18002e-09, -7.29671
610001, 2.17823e-09, -7.29897
610501, 2.17645e-09, -7.30122
611001, 2.17467e-09, -7.30347
611501, 2.17289e-09, -7.30573
612001, 2.17112e-09, -7.30798
612501, 2.16934e-09, -7.31023
613001, 2.16757e-09, -7.31248
613501, 2.16581e-09, -7.31473
614001, 2.16404e-09, -7.31698
614501, 2.16228e-09, -7.31922
615001, 2.16052e-09, -7.32146
615501, 2.15877e-09, -7.32371
616001, 2.15702e-09, -7.32595
616501, 2.15527e-09, -7.32818
617001, 2.15352e-09, -7.33042
617501, 2.15178e-09, -7.33266
618001, 2.15004e-09, -7.33489
618501, 2.1483e-09, -7.33713
619001, 2.14656e-09, -7.33935
619501, 2.14483e-09, -7.34158
620001, 2.1431e-09, -7.34382
620501, 2.14137e-09, -7.34604
621001, 2.13965e-09, -7.34827
621501, 2.13793e-09, -7.35049
622001, 2.13621e-09, -7.35271
622501, 2.13449e-09, -7.35493
623001, 2.13278e-09, -7.35715
623501, 2.13107e-09, -7.35937
624001, 2.12936e-09, -7.36158
624501, 2.12766e-09, -7.3638
625001, 2.12596e-09, -7.36601
625501, 2.12426e-09, -7.36822
626001, 2.12256e-09, -7.37043
626501, 2.12087e-09, -7.37264
627001, 2.11918e-09, -7.37485
627501, 2.11749e-09, -7.37706
628001, 2.1158e-09, -7.37926
628501, 2.11412e-09, -7.38146
629001, 2.11244e-09, -7.38366
629501, 2.11076e-09, -7.38587
630001, 2.10908e-09, -7.38806
630501, 2.10741e-09, -7.39026
631001, 2.10574e-09, -7.39246
631501, 2.10407e-09, -7.39465
632001, 2.10241e-09, -7.39684
632501, 2.10075e-09, -7.39903
633001, 2.09909e-09, -7.40123
633501, 2.09743e-09, -7.40341
634001, 2.09578e-09, -7.4056
634501, 2.09413e-09, -7.40779
635001, 2.09248e-09, -7.40997
635501, 2.09083e-09, -7.41215
636001, 2.08919e-09, -7.41433
636501, 2.08755e-09, -7.41652
637001, 2.08591e-09, -7.41869
637501, 2.08427e-09, -7.42087
638001, 2.08264e-09, -7.42305
638501, 2.08101e-09, -7.42522
639001, 2.07938e-09, -7.42739
639501, 2.07775e-09, -7.42956
640001, 2.07613e-09, -7.43173
640501, 2.07451e-09, -7.4339
641001, 2.07289e-09, -7.43607
641501, 2.07127e-09, -7.43823
642001, 2.06966e-09, -7.4404
642501, 2.06805e-09, -7.44256
643001, 2.06644e-09, -7.44472
643501, 2.06484e-09, -7.44688
644001, 2.06323e-09, -7.44904
644501, 2.06163e-09, -7.4512
645001, 2.06004e-09, -7.45336
645501, 2.05844e-09, -7.45551
646001, 2.05685e-09, -7.45766
646501, 2.05526e-09, -7.45981
647001, 2.05367e-09, -7.46196
647501, 2.05208e-09, -7.46411
648001, 2.0505e-09, -7.46626
648501, 2.04892e-09, -7.4684
649001, 2.04734e-09, -7.47055
649501, 2.04576e-09, -7.47269
650001, 2.04419e-09, -7.47483
650501, 2.04262e-09, -7.47697
651001, 2.04105e-09, -7.47912
651501, 2.03948e-09, -7.48125
652001, 2.03792e-09, -7.48339
652501, 2.03636e-09, -7.48552
653001, 2.0348e-09, -7.48766
653501, 2.03324e-09, -7.48979
654001, 2.03169e-09, -7.49192
654501, 2.03013e-09, -7.49405
655001, 2.02858e-09, -7.49618
655501, 2.02704e-09, -7.4983
656001, 2.02549e-09, -7.50043
656501, 2.02395e-09, -7.50255
657001, 2.02241e-09, -7.50467
657501, 2.02087e-09, -7.5068
658001, 2.01934e-09, -7.50891
658501, 2.0178e-09, -7.51103
659001, 2.01627e-09, -7.51315
659501, 2.01474e-09, -7.51527
660001, 2.01322e-09, -7.51738
660501, 2.01169e-09, -7.51949
661001, 2.01017e-09, -7.52161
661501, 2.00865e-09, -7.52372
662001, 2.00713e-09, -7.52583
662501, 2.00562e-09, -7.52793
663001, 2.00411e-09, -7.53004
663501, 2.0026e-09, -7.53215
664001, 2.00109e-09, -7.53425
664501, 1.99958e-09, -7.53635
665001, 1.99808e-09, -7.53845
665501, 1.99658e-09, -7.54055
666001, 1.99508e-09, -7.54265
666501, 1.99358e-09, -7.54474
667001, 1.99209e-09, -7.54684
667501, 1.9906e-09, -7.54893
668001, 1.98911e-09, -7.55102
668501, 1.98762e-09, -7.55312
669001, 1.98613e-09, -7.55521
669501, 1.98465e-09, -7.5573
670001, 1.98317e-09, -7.55938
670501, 1.98169e-09, -7.56147
671001, 1.98021e-09, -7.56356
671501, 1.97874e-09, -7.56564
672001, 1.97727e-09, -7.56772
672501, 1.9758e-09, -7.56981
673001, 1.97433e-09, -7.57188
673501, 1.97286e-09, -7.57396
674001, 1.9714e-09, -7.57603
674501, 1.96994e-09, -7.57811
675001, 1.96848e-09, -7.58019
675501, 1.96702e-09, -7.58226
676001, 1.96557e-09, -7.58433
676501, 1.96411e-09, -7.5864
677001, 1.96266e-09, -7.58847
677501, 1.96121e-09, -7.59054
678001, 1.95977e-09, -7.5926
678501, 1.95832e-09, -7.59467
679001, 1.95688e-09, -7.59673
679501, 1.95544e-09, -7.59879
680001, 1.954e-09, -7.60086
680501, 1.95257e-09, -7.60292
681001, 1.95114e-09, -7.60498
681501, 1.9497e-09, -7.60703
682001, 1.94827e-09, -7.60909
682501, 1.94685e-09, -7.61115
683001, 1.94542e-09, -7.6132
683501, 1.944e-09, -7.61525
684001, 1.94258e-09, -7.6173
684501, 1.94116e-09, -7.61935
685001, 1.93974e-09, -7.6214
685501, 1.93833e-09, -7.62345
686001, 1.93691e-09, -7.62549
686501, 1.9355e-09, -7.62753
687001, 1.93409e-09, -7.62958
687501, 1.93269e-09, -7.63162
688001, 1.93128e-09, -7.63366
688501, 1.92988e-09, -7.6357
689001, 1.92848e-09, -7.63774
689501, 1.92708e-09, -7.63978
690001, 1.92569e-09, -7.64181
690501, 1.92429e-09, -7.64385
691001, 1.9229e-09, -7.64588
691501, 1.92151e-09, -7.64791
692001, 1.92012e-09, -7.64994
692501, 1.91873e-09, -7.65197
693001, 1.91735e-09, -7.654
693501, 1.91597e-09, -7.65602
694001, 1.91459e-09, -7.65805
694501, 1.91321e-09, -7.66008
695001, 1.91183e-09, -7.6621
695501, 1.91046e-09, -7.66412
696001, 1.90908e-09, -7.66614
696501, 1.90771e-09, -7.66816
697001, 1.90635e-09, -7.67017
697501, 1.90498e-09, -7.67219
698001, 1.90361e-09, -7.67421
698501, 1.90225e-09, -7.67622
699001, 1.90089e-09, -7.67823
699501, 1.89953e-09, -7.68025
700001, 1.89818e-09, -7.68226
700501, 1.89682e-09, -7.68427
701001, 1.89547e-09, -7.68627
701501, 1.89412e-09, -7.68828
702001, 1.89277e-09, -7.69029
702501, 1.89142e-09, -7.69229
703001, 1.89008e-09, -7.69429
703501, 1.88873e-09, -7.6963
704001, 1.88739e-09, -7.6983
704501, 1.88605e-09, -7.7003
705001, 1.88471e-09, -7.7023
705501, 1.88338e-09, -7.70429
706001, 1.88204e-09, -7.70628
706501, 1.88071e-09, -7.70828
707001, 1.87938e-09, -7.71027
707501, 1.87805e-09, -7.71227
708001, 1.87673e-09, -7.71425
708501, 1.8754e-09, -7.71625
709001, 1.87408e-09, -7.71823
709501, 1.87276e-09, -7.72022
710001, 1.87144e-09, -7.72221
710501, 1.87012e-09, -7.72419
711001, 1.86881e-09, -7.72618
711501, 1.8675e-09, -7.72816
712001, 1.86618e-09, -7.73014
712501, 1.86487e-09, -7.73212
713001, 1.86357e-09, -7.7341
713501, 1.86226e-09, -7.73607
714001, 1.86096e-09, -7.73805
714501, 1.85965e-09, -7.74003
715001, 1.85835e-09, -7.742
715501, 1.85706e-09, -7.74397
716001, 1.85576e-09, -7.74594
716501, 1.85446e-09, -7.74791
717001, 1.85317e-09, -7.74988
717501, 1.85188e-09, -7.75185
718001, 1.85059e-09, -7.75382
718501, 1.8493e-09, -7.75578
719001, 1.84802e-09, -7.75774
719501, 1.84673e-09, -7.75971
720001, 1.84545e-09, -7.76167
720501, 1.84417e-09, -7.76363
721001, 1.84289e-09, -7.76559
721501, 1.84161e-09, -7.76755
722001, 1.84034e-09, -7.76951
722501, 1.83906e-09, -7.77146
723001, 1.83779e-09, -7.77342
723501, 1.83652e-09, -7.77537
724001, 1.83525e-09, -7.77732
724501, 1.83399e-09, -7.77927
725001, 1.83272e-09, -7.78122
725501, 1.83146e-09, -7.78317
726001, 1.8302e-09, -7.78512
726501, 1.82894e-09, -7.78706
727001, 1.82768e-09, -7.78901
727501, 1.82642e-09, -7.79095
728001, 1.82517e-09, -7.7929
728501, 1.82392e-09, -7.79484
729001, 1.82267e-09, -7.79678
729501, 1.82142e-09, -7.79872
730001, 1.82017e-09, -7.80066
730501, 1.81892e-09, -7.8026
731001, 1.81768e-09, -7.80453
731501, 1.81644e-09, -7.80647
732001, 1.8152e-09, -7.8084
732501, 1.81396e-09, -7.81033
733001, 1.81272e-09, -7.81226
733501, 1.81148e-09, -7.81419
734001, 1.81025e-09, -7.81612
734501, 1.80902e-09, -7.81805
735001, 1.80779e-09, -7.81997
735501, 1.80656e-09, -7.8219
736001, 1.80533e-09, -7.82383
736501, 1.8041e-09, -7.82575
737001, 1.80288e-09, -7.82767
737501, 1.80166e-09, -7.82959
738001, 1.80044e-09, -7.83151
738501, 1.79922e-09, -7.83343
739001, 1.798e-09, -7.83535
739501, 1.79679e-09, -7.83726
740001, 1.79557e-09, -7.83918
740501, 1.79436e-09, -7.84109
741001, 1.79315e-09, -7.84301
741501, 1.79194e-09, -7.84492
742001, 1.79073e-09, -7.84683
742501, 1.78953e-09, -7.84874
743001, 1.78832e-09, -7.85064
743501, 1.78712e-09, -7.85255
744001, 1.78592e-09, -7.85446
744501, 1.78472e-09, -7.85636
745001, 1.78352e-09, -7.85827
745501, 1.78232e-09, -7.86017
746001, 1.78113e-09, -7.86207
746501, 1.77994e-09, -7.86397
747001, 1.77875e-09, -7.86587
747501, 1.77756e-09, -7.86777
748001, 1.77637e-09, -7.86966
748501, 1.77518e-09, -7.87156
749001, 1.774e-09, -7.87345
749501, 1.77281e-09, -7.87535
750001, 1.77163e-09, -7.87724
750501, 1.77045e-09, -7.87913
751001, 1.76927e-09, -7.88102
751501, 1.76809e-09, -7.88291
752001, 1.76692e-09, -7.8848
752501, 1.76575e-09, -7.88669
753001, 1.76457e-09, -7.88857
753501, 1.7634e-09, -7.89046
754001, 1.76223e-09, -7.89234
754501, 1.76106e-09, -7.89422
755001, 1.7599e-09, -7.8961
755501, 1.75873e-09, -7.89798
756001, 1.75757e-09, -7.89986
756501, 1.75641e-09, -7.90174
757001, 1.75525e-09, -7.90362
757501, 1.75409e-09, -7.90549
758001, 1.75293e-09, -7.90737
758501, 1.75178e-09, -7.90924
